model,test,book,characters,errors,insertions,deletions,substitutions,arabic_count,arabic_missed
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,bnf_arabe_6329,4973,1236,783,112,341,4213,1013
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,bnf_arabe_6575,1553,508,312,52,144,1318,418
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,bnf_arabe_6675,2421,238,110,33,95,1961,137
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,bnf_arabe_6859,1254,135,69,17,49,1000,52
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,bnf_arabe_6983,963,257,147,30,80,828,203
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,bnf_ms_persan_270,6467,2247,1427,179,641,5169,1756
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,bnf_persan_271,3150,1580,1183,57,340,2478,1305
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,bodleian_library_ms_ouseley_add,4846,1972,1451,104,417,3566,1306
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,bryn_mawr_bv_50,2941,1333,1002,70,261,2329,1059
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,bulac_ms_pers_113,5113,1045,461,211,373,4061,593
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,bulac_ms_pers_13,1786,574,346,71,157,1449,433
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,cod_arab_114,1005,117,51,15,51,845,82
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,druze_bne_arabe_5363_41_49,4759,851,400,142,309,3845,425
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,druze_bnf_arabe_1209_2r_109r,49889,7902,3018,1346,3538,40672,3876
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,druze_bsb__codarab_230_164r_164v,764,153,115,13,25,606,80
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,druze_bsb_codarab_139v_141v,3454,384,201,62,121,2760,146
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,druze_bsb_codarab_230_126r_126v,774,92,40,12,40,620,45
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,druze_bsb_codarab_230_126v,663,128,95,10,23,543,80
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,druze_bsb_codarab_230_126v_127v,2119,318,174,34,110,1664,120
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,druze_bsb_codarab_230_143v_144v,1847,250,106,37,107,1478,133
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,druze_bsb_codarab_230_144v_146r,3030,467,197,107,163,2418,190
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,druze_bsb_codarab_230_146r_147v,2447,401,177,97,127,1942,153
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,druze_bsb_codarab_230_148r,761,91,39,20,32,600,35
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,druze_bsb_codarab_230_150r_151r,1879,242,116,36,90,1506,124
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,druze_bsb_codarab_230_151r_152v,2894,322,176,42,104,2251,111
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,druze_bsb_codarab_230_154r_155r,3106,607,327,64,216,2346,222
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,druze_bsb_codarab_230_155v,671,178,63,27,88,532,97
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,druze_bsb_codarab_230_155v_156r,648,79,39,10,30,523,43
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,druze_bsb_codarab_230_156r_159r,4383,695,326,91,278,3407,311
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,druze_bsb_codarab_230_160r_160v,2834,694,408,58,228,2116,310
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,druze_bsb_codarab_230_161v_162v,1956,348,141,37,170,1527,203
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,druze_bsb_codarab_230_163r_164r,1991,330,99,128,103,1578,120
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,druze_bsb_codarab_230_164r,268,38,14,8,16,213,17
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,druze_bsb_codarab_230_164v,416,58,32,6,20,333,34
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,druze_bsb_codarab_230_165r,905,181,84,13,84,698,88
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,druze_bsb_codarab_230_40v_42r,2513,342,161,46,135,1990,165
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,druze_bsb_codarab_230_78v_79v,1702,198,99,29,70,1347,89
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,druze_bsb_codarab_230_80v_81r,655,105,48,11,46,518,48
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,druze_princeton_garrett_no_371b_61v-57r,2398,445,252,50,143,2003,337
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,druze_sbb_landberg_212_122v_126v,2993,661,451,31,179,2282,300
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,druze_sbb_lbg_210_220v_229v,5373,646,394,63,189,4289,226
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,druze_sbb_oroct224_145v_146v,844,139,89,14,36,666,61
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,druze_sbb_oroct_162_103v_104r,556,130,72,8,50,439,88
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,druze_sbb_oroct_224_123v126v,2002,364,220,29,115,1549,170
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,druze_sbb_oroct_224_126v135v,5433,1106,632,82,392,4276,580
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,druze_sbb_oroct_224_136r_137v,1150,174,112,9,53,894,75
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,druze_sbb_oroct_224_146v_149v,1579,255,160,18,77,1214,104
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,druze_sbb_wetzstein_ii_230_38r_4,3110,365,278,24,63,2454,111
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,druze_sbb_wetzstein_ii_230_43r_4,1895,287,174,31,82,1478,108
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,druze_sbb_wetzstein_ii_230_46r_4,1691,216,151,22,43,1312,56
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,druze_sbb_wetzstein_ii_230_48v_4,391,70,48,11,11,307,22
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,druze_sbb_wetzstein_ii_230_70v_7,1873,268,192,19,57,1431,62
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,druze_vatican_ar1342_103r_118r,6307,787,234,168,385,5408,545
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,druze_vatican_ar1342_11v_13r,917,171,95,22,54,716,86
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,druze_vatican_ar1342_14r_15v,846,160,89,12,59,663,70
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,druze_vatican_ar1342_17r_20r,1974,306,161,43,102,1585,122
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,druze_vatican_ar1342_20v_33r,5825,1135,643,135,357,4531,446
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,druze_vatican_ar1342_3r_6v,1816,285,139,44,102,1451,122
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,druze_vatican_ar1342_6v_8v,1131,215,81,41,93,906,103
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,druze_vatican_ar1342_9r_11v,1331,251,132,33,86,1050,95
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,fatih_2553,3914,329,149,62,118,3272,242
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,hafiz_divan_umich_ms_319,7029,4367,3501,73,793,5600,3625
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,leipzig_b_or_156_01,3329,448,196,78,174,2815,332
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,leipzig_b_or_252,4959,1041,612,147,282,4176,811
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,leipzig_ms_gabelentz_60,5431,528,265,105,158,4390,217
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,leipzig_vollers_121,2571,902,656,54,192,2196,767
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,leipzig_vollers_879,35836,3233,1073,946,1214,29997,2082
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,lewis_o_27,8289,1354,731,130,493,6605,800
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,lewis_o_75,,,,,,,
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,library_of_congress_pk6450,3497,1375,708,229,438,2819,1001
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,ms_gabelentz_52,1747,92,34,27,31,1465,59
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,nat_lib_israel_ms_ar_4,1183,227,110,64,53,950,115
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,national_library_of_israel_ms_yahya_ar_862,2686,306,97,70,139,2243,212
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,princeton_garrett_no_1000y,625,197,127,22,48,521,157
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,princeton_garrett_no_1356y,2382,378,181,58,139,1991,253
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,princeton_garrett_no_1585y,1095,161,54,17,90,893,113
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,princeton_islamic_manuscripts_garett_no_62,2455,1788,1665,14,109,1846,1351
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,sbzb_glaser_132,1276,110,52,15,43,1078,85
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,sbzb_glaser_133,1022,119,33,16,70,859,93
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,sbzb_glaser_33,23177,2100,1041,519,540,18726,797
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,sbzb_hs_or_13940,1127,323,166,42,115,952,250
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,sbzb_hs_or_14189,1987,255,109,35,111,1608,151
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,sbzb_hs_or_14190,2906,632,354,59,219,2363,498
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,sbzb_hs_or_14192,1805,247,115,33,99,1450,140
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,sbzb_hs_or_14194,1884,241,109,39,93,1511,126
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,sbzb_hs_or_14299,1781,185,92,16,77,1439,109
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,sbzb_hs_or_14308,1078,137,61,17,59,855,68
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,sbzb_hs_or_14309,2452,419,107,72,240,2021,315
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,sbzb_hs_or_8524,1037,184,77,32,75,850,119
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,sbzb_hs_or_9772,1878,265,171,15,79,1503,153
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,sbzb_landberg_97,2608,173,89,45,39,2107,71
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,sbzb_ms_or_fol_215,7017,1304,509,363,432,5851,859
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,sbzb_ms_or_fol_913,,,,,,,
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,sbzb_ms_or_oct_1228,1750,654,271,79,304,1458,522
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,sbzb_ms_or_oct_1790,1488,223,102,36,85,1233,164
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,sbzb_ms_or_oct_241,1213,169,49,25,95,1012,117
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,sbzb_ms_or_oct_372,1868,241,130,28,83,1510,141
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,sbzb_ms_or_oct_952,3231,1843,1595,34,214,2374,1303
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,sbzb_wetzstein_i_148,2905,343,178,41,124,2359,183
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,sbzb_wetzstein_ii_1717,3095,266,95,53,118,2613,198
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,staatsbibliotek_zu_berlin_hs_or_8330,26,19,0,12,7,21,7
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,staatsbibliothek_zu_berlin_hs_or,3847,2495,2213,24,258,2863,1862
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,staatsbibliothek_zu_berlin_hs_or_14071,2550,913,636,83,194,2053,710
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,staatsbibliothek_zu_berlin_hs_or_8299,1768,545,341,74,130,1420,386
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,staatsbibliothek_zu_berlin_hs_or_9821,3186,1127,653,108,366,2550,876
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,szb_landberg_83,4959,328,95,89,144,4139,197
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,u_penn_cajs_rar_ms_207,2310,646,374,101,171,1782,383
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,u_penn_ljs_387,6469,1012,379,184,449,5361,752
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,u_penn_ms_codex_44,1132,126,39,20,67,944,88
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,university_of_michigan_isl_ms_12,8972,835,336,253,246,7479,526
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,university_of_michigan_isl_ms_22,10429,1518,629,246,643,8588,1108
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,university_of_michigan_isl_ms_251,3278,652,273,65,314,2727,520
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,university_of_michigan_isl_ms_28,2158,421,223,61,137,1820,300
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,university_of_michigan_isl_ms_308,2815,719,467,96,156,2261,522
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,university_of_michigan_isl_ms_31,3797,1597,1226,82,289,2924,1190
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,university_of_michigan_isl_ms_40,5580,2288,1204,228,856,4466,1790
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,university_of_michigan_isl_ms_509,3558,432,185,58,189,2923,269
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,university_of_michigan_isl_ms_895,2528,864,507,116,241,2028,631
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,walters_museum_of_art_w_617,2235,752,451,109,192,1811,564
pdf-gen1-print-n7m5-nall-sc_best,acdc_mss,walters_museum_of_art_w_619,1699,743,510,71,162,1363,568
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,astan_quds_5643,3823,833,234,66,533,3118,708
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,bl_arundel_or_41,1108,379,99,110,170,850,173
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,bnf_supplement_turc_984,1349,533,216,85,232,1088,381
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,bsb_cod_arab_1071,839,200,46,19,135,692,161
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,bsb_cod_arab_463,2480,96,32,26,38,2053,61
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,chester_beatty_ar_3838,820,284,133,10,141,666,230
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,columbia_ms_or_150,1171,180,53,79,48,957,70
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,columbia_ms_or_26,1343,270,157,20,93,1061,187
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,forschungsbibliothek_gotha_ms_orient_a_102,1873,415,183,58,174,1547,321
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,gotha_ms_orient_a_1632,1063,162,59,27,76,902,122
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,gotha_ms_orient_a_2435,669,130,42,25,63,561,92
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,gotha_ms_orient_p_35,2660,687,279,89,319,2050,432
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,heidelberg_cod_orient_148,671,70,26,9,35,552,52
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,jarring_prov_2,123,59,33,6,20,95,37
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,jarring_prov_36,136,80,62,3,15,115,69
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,leiden_or_775,513,178,61,40,77,444,129
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,leiden_university_or_1094,569,146,68,17,61,469,114
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,leipzig_b_or_230b,1407,223,89,39,95,1153,157
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,leipzig_cod_turc_104,3490,577,244,174,159,3010,377
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,leipzig_vollers_110,1307,197,47,33,117,1090,154
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,leipzig_vollers_226,1787,250,149,21,80,1425,115
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,leipzig_vollers_393,717,48,19,11,18,601,26
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,leipzig_vollers_656,967,190,90,18,82,809,158
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,leipzig_vollers_659,1119,192,102,9,81,897,142
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,leipzig_vollers_686,1738,140,46,27,67,1438,99
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,leipzig_vollers_778,1302,164,35,28,101,1091,127
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,leipzig_vollers_832,1302,256,77,39,140,1089,205
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,mcgill_manuscript_40,1411,138,56,16,66,1178,115
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,michigan_isl_ms_193,1743,324,203,31,90,1444,264
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,michigan_isl_ms_353,985,317,194,18,105,778,247
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,michigan_isl_ms_691_1,1207,159,54,38,67,993,90
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,michigan_isl_ms_943,788,92,39,14,39,652,68
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,national_library_of_israel_ms_ar_497,1886,123,59,27,37,1555,91
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,national_library_of_israel_ms_yah_ar_256,1071,125,62,16,47,899,99
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,princeton_garrett_no_1393Yy,1158,212,99,27,86,940,140
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,princeton_garrett_no_1856Y,1013,243,78,41,124,806,183
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,princeton_garrett_no_302b,1203,161,53,32,76,976,108
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,princeton_garrett_no_556h,1809,346,80,68,198,1484,246
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,princeton_garrett_no_900h,1177,137,66,16,55,942,102
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,princeton_isl_ms_garrett_no_131w,1214,418,243,37,138,951,328
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,princeton_isl_ms_garrett_no_1454y,1199,167,74,27,66,956,114
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,princeton_isl_ms_new_series_no_544,2212,576,309,69,198,1721,421
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,princeton_new_series_no_1010,1521,487,225,59,203,1246,371
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,princeton_new_series_no_1537,1239,166,83,29,54,1015,122
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,princeton_new_series_no_1715,1647,318,138,70,110,1351,206
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,princeton_new_series_no_202q_oversize,2064,399,218,44,137,1591,238
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,princeton_new_series_no_2030,843,136,35,14,87,709,112
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,rbsc_islam_ms_isl_0097,2235,472,244,63,165,1736,254
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,rbsc_ms_bw_ivanow_0157,1531,501,283,54,164,1185,359
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,sbb_glaser_96,1768,460,120,71,269,1460,343
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,sbb_sprenger_275,911,234,72,15,147,763,211
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,sbzb_diez_a_quart_67,1608,319,119,51,149,1345,241
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,sbzb_diez_a_quart_95,804,157,39,13,105,673,141
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,sbzb_glaser_18,1677,288,107,39,142,1332,182
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,sbzb_landberg_232,2088,128,35,20,73,1720,100
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,sbzb_ms_or_fol_4181,2007,684,339,77,268,1608,510
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,sbzb_ms_or_oct_265,1609,410,254,36,120,1302,327
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,sbzb_ms_or_oct_38,1728,341,213,34,94,1377,237
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,sbzb_ms_or_quart_98,1860,170,36,38,96,1544,119
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,sbzb_petermann_ii_446,1584,138,46,28,64,1297,78
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,sbzb_schoemann_v_5,1087,239,88,37,114,899,184
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,sbzb_wetzstein_ii_1114,2236,347,135,46,166,1844,286
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,sbzb_wetzstein_ii_1689,,,,,,,
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,sbzb_wetzstein_ii_1704,2267,249,68,59,122,1863,159
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,sbzb_wetzstein_ii_289,1343,211,46,24,141,1118,175
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,slub_mscr_dresd_ea_84,,,,,,,
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,tubingen_ma_vi_30,1436,257,122,21,114,1169,200
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,tubingen_ma_vi_42,1488,202,58,36,108,1245,150
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,tubingen_ma_vi_83,2075,122,28,23,71,1724,93
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,tubingen_ma_vii_132,794,167,65,34,68,637,103
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,tubingen_ma_vii_72,1179,209,61,54,94,996,136
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,tubingen_ma_viii_106,1361,217,87,50,80,1160,153
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,tuebingen_ma_vi_141,1202,280,90,41,149,984,221
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,uppsala_o_vet_60,524,151,48,34,69,446,107
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,vieac_10314,718,691,687,0,4,583,559
pdf-gen1-print-n7m5-nall-sc_best,aocp_ms_eval,vieac_8056v,673,478,382,11,85,533,382
pdf-gen1-print-n7m5-nall-sc_best,v1_aocp_ms_eval,astan_quds_5643,3823,833,234,66,533,3118,708
pdf-gen1-print-n7m5-nall-sc_best,v1_aocp_ms_eval,bl_arundel_or_41,1108,379,99,110,170,850,173
pdf-gen1-print-n7m5-nall-sc_best,v1_aocp_ms_eval,bnf_supplement_turc_984,1349,533,216,85,232,1088,381
pdf-gen1-print-n7m5-nall-sc_best,v1_aocp_ms_eval,bsb_cod_arab_1071,839,200,46,19,135,692,161
pdf-gen1-print-n7m5-nall-sc_best,v1_aocp_ms_eval,bsb_cod_arab_463,2480,96,32,26,38,2053,61
pdf-gen1-print-n7m5-nall-sc_best,v1_aocp_ms_eval,chester_beatty_ar_3838,820,284,133,10,141,666,230
pdf-gen1-print-n7m5-nall-sc_best,v1_aocp_ms_eval,columbia_ms_or_150,1171,180,53,79,48,957,70
pdf-gen1-print-n7m5-nall-sc_best,v1_aocp_ms_eval,forschungsbibliothek_gotha_ms_orient_a_102,1873,415,183,58,174,1547,321
pdf-gen1-print-n7m5-nall-sc_best,v1_aocp_ms_eval,gotha_ms_orient_a_1632,1063,162,59,27,76,902,122
pdf-gen1-print-n7m5-nall-sc_best,v1_aocp_ms_eval,gotha_ms_orient_a_2435,669,130,42,25,63,561,92
pdf-gen1-print-n7m5-nall-sc_best,v1_aocp_ms_eval,gotha_ms_orient_p_35,2660,687,279,89,319,2050,432
pdf-gen1-print-n7m5-nall-sc_best,v1_aocp_ms_eval,heidelberg_cod_orient_148,671,70,26,9,35,552,52
pdf-gen1-print-n7m5-nall-sc_best,v1_aocp_ms_eval,leiden_university_or_1094,569,146,68,17,61,469,114
pdf-gen1-print-n7m5-nall-sc_best,v1_aocp_ms_eval,leipzig_cod_turc_104,3490,577,244,174,159,3010,377
pdf-gen1-print-n7m5-nall-sc_best,v1_aocp_ms_eval,leipzig_vollers_110,1307,197,47,33,117,1090,154
pdf-gen1-print-n7m5-nall-sc_best,v1_aocp_ms_eval,leipzig_vollers_226,1787,250,149,21,80,1425,115
pdf-gen1-print-n7m5-nall-sc_best,v1_aocp_ms_eval,leipzig_vollers_393,717,48,19,11,18,601,26
pdf-gen1-print-n7m5-nall-sc_best,v1_aocp_ms_eval,leipzig_vollers_656,967,190,90,18,82,809,158
pdf-gen1-print-n7m5-nall-sc_best,v1_aocp_ms_eval,leipzig_vollers_659,1119,192,102,9,81,897,142
pdf-gen1-print-n7m5-nall-sc_best,v1_aocp_ms_eval,leipzig_vollers_686,1738,140,46,27,67,1438,99
pdf-gen1-print-n7m5-nall-sc_best,v1_aocp_ms_eval,leipzig_vollers_778,1302,164,35,28,101,1091,127
pdf-gen1-print-n7m5-nall-sc_best,v1_aocp_ms_eval,leipzig_vollers_832,1302,256,77,39,140,1089,205
pdf-gen1-print-n7m5-nall-sc_best,v1_aocp_ms_eval,mcgill_manuscript_40,1411,138,56,16,66,1178,115
pdf-gen1-print-n7m5-nall-sc_best,v1_aocp_ms_eval,michigan_isl_ms_193,1743,324,203,31,90,1444,264
pdf-gen1-print-n7m5-nall-sc_best,v1_aocp_ms_eval,michigan_isl_ms_691_1,1207,159,54,38,67,993,90
pdf-gen1-print-n7m5-nall-sc_best,v1_aocp_ms_eval,michigan_isl_ms_943,788,92,39,14,39,652,68
pdf-gen1-print-n7m5-nall-sc_best,v1_aocp_ms_eval,national_library_of_israel_ms_ar_497,1886,123,59,27,37,1555,91
pdf-gen1-print-n7m5-nall-sc_best,v1_aocp_ms_eval,national_library_of_israel_ms_yah_ar_256,1071,125,62,16,47,899,99
